fid,DamID,DamName,Lat,Lon,FlagType,InstllCap,MaxVol,MaxVolSrc,MinVol,MinVolSrc,MaxH,MinH,MaxHSrc,MinHSrc,NmEnrgy01a,NmEnrgy01b,NmEnrgy01c,NmEnrgy01d,DisDur01a,DisDur01b,DisDur01c,DisDur01d,HisMaxVol,HisMinVol,HisMeanVol,HisMedVol,HisVol_25,HisVol_75,HisMaxH,HisMinH,HisMeanH,HisMedH,HisH_25,HisH_75,HisSrc,HisPeriod,NmEnrgy02a,NmEnrgy02b,NmEnrgy02c,NmEnrgy02d,NmEnrgy02e,NmEnrgy02f,DisDur02a,DisDur02b,DisDur02c,DisDur02d,DisDur02e,DisDur02f
"1556",PA00107,MAHONING CREEK DAM,40.92167,-79.27833,Run-of-River,6,115.9,GRanDv1.3,11.779734,NID2019,34.56432,34.3,NID2019,GRanDv1.3,10916.3627748,1101.022287645,5458.1813874,550.5111438225,1819.3937958,183.5037146075,909.6968979,91.75185730375,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1557",PA00109,YOUGHIOGHENY DAM,39.79833,-79.36833,Conventional storage dam,12.2,370,GRanDv1.3,184.158564,NID2019,39.25824,39.2,NID2019,GRanDv1.3,39582.12048,19671.81780648,19791.06024,9835.90890324,3244.43610491803,1612.44408249836,1622.21805245902,806.22204124918,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1558",PA00115,ALLEGHENY LOCK AND DAM 05,40.68333,-79.66667,Lock & Dam,9.2,12.088104,NID2019,12.088104,NID2019,3.41376,3.41376,NID2019,NID2019,112.449539107584,112.449539107584,56.224769553792,56.224769553792,12.2227759899548,12.2227759899548,6.11138799497739,6.11138799497739,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1559",PA00116,ALLEGHENY LOCK AND DAM 06,40.71667,-79.58,Lock & Dam,9.2,17.26872,NID2019,17.26872,NID2019,4.48056,4.48056,NID2019,NID2019,210.84288582672,210.84288582672,105.42144291336,105.42144291336,22.9177049811652,22.9177049811652,11.4588524905826,11.4588524905826,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1560",PA00118,ALLEGHENY LOCK AND DAM 08,40.895,-79.47833,Lock & Dam,13.6,18.748896,NID2019,18.748896,NID2019,12.192,12.192,NID2019,NID2019,622.8983215872,622.8983215872,311.4491607936,311.4491607936,45.8013471755294,45.8013471755294,22.9006735877647,22.9006735877647,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1561",PA00119,ALLEGHENY LOCK AND DAM 09,40.955,-79.54833,Lock & Dam,17.8,16.65198,NID2019,16.65198,NID2019,9.144,9.144,NID2019,NID2019,414.924046452,414.924046452,207.462023226,207.462023226,23.3103396883146,23.3103396883146,11.6551698441573,11.6551698441573,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1562",PA00302,WILSONVILLE,41.4591,-75.1858,Conventional storage dam,40,333,GRanDv1.3,162.81936,NID2019,14.7,14.50848,GRanDv1.3,NID2019,13339.1475,6437.16239177088,6669.57375,3218.58119588544,333.4786875,160.929059794272,166.73934375,80.464529897136,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1563",PA00433,WARRIOR RIDGE,40.5394,-78.0351,Conventional storage dam,2.8,2.86,HydroLAKES,0.493392,NID2019,5.76072,5.76072,NID2019,NID2019,44.89617132,7.745248867104,22.44808566,3.872624433552,16.0343469,2.76616030968,8.01717345,1.38308015484,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1564",PA00449,NESBITT,41.32639,-75.65361,Conventional storage dam,-99999,4.73286276,NID2019,2.89,HydroLAKES,21.54936,21.54936,NID2019,NID2019,277.923195389897,169.70659734,138.961597694948,84.85329867,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1565",PA00450,SPRING BROOK INTAKE,41.33056,-75.68583,Canal/conduit,0.15,0.09621144,NID2019,0.09621144,NID2019,7.04088,7.04088,NID2019,NID2019,1.84595097999312,1.84595097999312,0.92297548999656,0.92297548999656,12.3063398666208,12.3063398666208,6.1531699333104,6.1531699333104,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1566",PA00514,PINEY,41.1918,-79.434,Conventional storage dam,30,32.810568,NID2019,32.810568,NID2019,27.52344,27.52344,NID2019,NID2019,2460.83768172043,2460.83768172043,1230.41884086022,1230.41884086022,82.0279227240144,82.0279227240144,41.0139613620072,41.0139613620072,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1567",PA00515,YORK HAVEN MAIN DAM,40.1258,-76.7236,Run-of-River,19.6,9.621144,NID2019,9.621144,NID2019,2.1336,2.1336,NID2019,NID2019,55.93790848464,55.93790848464,27.96895424232,27.96895424232,2.85397492268571,2.85397492268571,1.42698746134286,1.42698746134286,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1568",PA00561,DEHART,40.46167,-76.74528,Canal/conduit,0.19,38,GRanDv1.3,29.233476,NID2019,22.4028,22.4,NID2019,GRanDv1.3,2319.80994,1784.41137504,1159.90497,892.20568752,12209.526,9391.638816,6104.763,4695.819408,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1569",PA00781,POCONO LAKE,41.0962,-75.5423,Conventional storage dam,0.291,11.13,HydroLAKES,6.66325896,NID2019,10.02792,10.02792,NID2019,NID2019,304.13929266,182.080760728195,152.06964633,91.0403803640974,1045.15220845361,625.707081540188,522.576104226804,312.853540770094,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1570",PA00854,HOLTWOOD,39.8266,-76.3372,Run-of-River,247.3,23.43612,NID2019,23.43612,NID2019,11.7348,11.7348,NID2019,NID2019,749.4245431596,749.4245431596,374.7122715798,374.7122715798,3.03042678188273,3.03042678188273,1.51521339094137,1.51521339094137,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1571",PA00855,SAFE HARBOR,39.91694,-76.39526,Run-of-River,417.5,177.62112,NID2019,177.62112,NID2019,16.002,16.002,NID2019,NID2019,7745.248867104,7745.248867104,3872.624433552,3872.624433552,18.5514942924647,18.5514942924647,9.27574714623233,9.27574714623233,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1572",PA01341,MILL POND,41.485,-75.39722,Conventional storage dam,-99999,0.04810572,NID2019,0.04810572,NID2019,2.1336,2.1336,NID2019,NID2019,0.2796895424232,0.2796895424232,0.1398447712116,0.1398447712116,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1573",PA01562,MUDDY RUN RECREATION DAM,39.8406,-76.2827,Conventional storage dam,-99999,3.330396,NID2019,0.83,HydroLAKES,19.2024,19.2024,NID2019,NID2019,174.26809950984,43.4310282,87.13404975492,21.7155141,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1574",PA01730,HEISHMANS MILL,40.21333,-77.315,Conventional storage dam,-99999,0.0986784,NID2019,0.0986784,NID2019,2.1336,2.1336,NID2019,NID2019,0.573722138304,0.573722138304,0.286861069152,0.286861069152,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1575",PA01790,PATTERSON,40.7452,-80.3157,Conventional storage dam,1.2,0.4687224,NID2019,0.4687224,NID2019,2.98704,2.98704,NID2019,NID2019,3.8152522197216,3.8152522197216,1.9076261098608,1.9076261098608,3.179376849768,3.179376849768,1.589688424884,1.589688424884,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1576",PA01899,TOWNSEND,40.7333,-80.3158,Run-of-River,5.2,0.1973568,NID2019,0.1973568,NID2019,2.77368,2.77368,NID2019,NID2019,1.4916775595904,1.4916775595904,0.7458387797952,0.7458387797952,0.286861069152,0.286861069152,0.143430534576,0.143430534576,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1577",PA01939,LAKE LYNN DAM (WV),39.71917,-79.85778,Conventional storage dam,51.2,89.22747624,NID2019,89.2,GRanDv1.3,26.67,26.6,NID2019,GRanDv1.3,6484.67375634918,6465.662,3242.33687817459,3232.831,126.653784303695,126.2824609375,63.3268921518474,63.14123046875,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1578",PR00008,PELLEJAS DAM,18.21167,-66.70667,Conventional storage dam,-99999,0.13321584,NID2019,0.13321584,NID2019,10.668,10.668,NID2019,NID2019,3.872624433552,3.872624433552,1.936312216776,1.936312216776,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1579",PR00009,DOS BOCAS DAM,18.33833,-66.66833,Conventional storage dam,-99999,48.6,GRanDv1.3,37.5224616,NID2019,40.11168,39.9,NID2019,GRanDv1.3,5312.1903408,4079.723443614,2656.0951704,2039.861721807,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1580",PR00012,GUINEO DAM,18.16167,-66.52666,Conventional storage dam,-99999,2.2942728,NID2019,2.2942728,NID2019,24.5364,24.5364,NID2019,NID2019,153.398956729032,153.398956729032,76.699478364516,76.699478364516,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1581",PR00021,CARITE DAM,18.06861,-66.10111,Conventional storage dam,-99999,18.5,GRanDv1.3,18.5,GRanDv1.3,22.4,22.4,GRanDv1.3,GRanDv1.3,1129.24,1129.24,564.62,564.62,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1582",PR00023,PATILLAS DAM,18.02083,-66.02167,Conventional storage dam,-99999,17.6449314,NID2019,17,GRanDv1.3,31.5,27.09672,GRanDv1.3,NID2019,1514.5967990475,1255.255554,757.29839952375,627.627777,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1583",RI00401,VALLEY FALLS,41.9011,-71.3898,Run-of-River,0.7,0.0986784,NID2019,0.0986784,NID2019,2.1336,2.1336,NID2019,NID2019,0.573722138304,0.573722138304,0.286861069152,0.286861069152,0.81960305472,0.81960305472,0.40980152736,0.40980152736,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1584",RI00402,CENTRAL FALLS,41.88774,-71.3802,Conventional storage dam,-99999,0.12088104,NID2019,0.12088104,NID2019,3.3528,3.3528,NID2019,NID2019,1.1044151162352,1.1044151162352,0.5522075581176,0.5522075581176,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1585",RI01408,LOCUSTVILLE POND,41.50851,-71.71645,Conventional storage dam,-99999,0.6537444,NID2019,0.6537444,NID2019,3.84048,3.84048,NID2019,NID2019,6.8416364992752,6.8416364992752,3.4208182496376,3.4208182496376,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1586",RI03005,HOPE,41.73107,-71.56429,Conventional storage dam,-99999,0.32563872,NID2019,0.32563872,NID2019,3.6576,3.6576,NID2019,NID2019,3.2456280966912,3.2456280966912,1.6228140483456,1.6228140483456,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1587",RI03802,ARCTIC,41.7067,-71.5211,Run-of-River,0.478,0.54519816,NID2019,0.54519816,NID2019,5.8674,5.8674,NID2019,NID2019,8.7169907388564,8.7169907388564,4.3584953694282,4.3584953694282,18.2363822988628,18.2363822988628,9.11819114943138,9.11819114943138,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1588",RI03902,WOONSOCKET FALLS DAM,41.9994,-71.5183,Lock & Dam,1.2,0.370044,NID2019,0.370044,NID2019,5.12064,5.12064,NID2019,NID2019,5.163499244736,5.163499244736,2.581749622368,2.581749622368,4.30291603728,4.30291603728,2.15145801864,2.15145801864,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1589",RI04238,BLEACHERY POND,41.89273,-71.40858,Conventional storage dam,-99999,0.0246696,NID2019,0.0246696,NID2019,1.2192,1.2192,NID2019,NID2019,0.081960305472,0.081960305472,0.040980152736,0.040980152736,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1590",RI04270,PAWTUCKET UPPER,41.87714,-71.38221,Conventional storage dam,1.64,0.0555066,NID2019,0.0555066,NID2019,2.4384,2.4384,NID2019,NID2019,0.368821374624,0.368821374624,0.184410687312,0.184410687312,0.224891082087805,0.224891082087805,0.112445541043902,0.112445541043902,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1591",RI04367,ROYAL MILLS,41.7128,-71.5165,Run-of-River,0.225,0.018748896,NID2019,0.018748896,NID2019,4.48056,4.48056,NID2019,NID2019,0.228915133183296,0.228915133183296,0.114457566591648,0.114457566591648,1.01740059192576,1.01740059192576,0.50870029596288,0.50870029596288,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1592",RI83001,BLACKSTONE,42.01535,-71.55359,Run-of-River,1.6,0.07154184,NID2019,0.07154184,NID2019,2.56032,2.56032,NID2019,NID2019,0.49913826032448,0.49913826032448,0.24956913016224,0.24956913016224,0.3119614127028,0.3119614127028,0.1559807063514,0.1559807063514,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1593",SC00024,SALUDA LAKE DAM,34.85236,-82.48428,Conventional storage dam,2.4,8.91559344,NID2019,4.17,HydroLAKES,11.52144,11.52144,NID2019,NID2019,279.913294057139,130.92100308,139.956647028569,65.46050154,116.630539190474,54.55041795,58.3152695952372,27.275208975,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1594",SC00109,BUZZARDS ROOST EMBANKMENT,34.1692,-81.9025,Conventional storage dam,15,315.8,GRanDv1.3,315.77088,NID2019,17.5,17.49552,GRanDv1.3,NID2019,15059.7125,15054.468909097,7529.85625,7527.23445454848,1003.98083333333,1003.63126060646,501.990416666667,501.815630303232,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1595",SC00140,GREAT FALLS-DEARBORN,34.5592,-80.8917,Run-of-River,57,2.51999964,NID2019,1.01,HydroLAKES,21.76272,21.76272,NID2019,NID2019,149.444576890772,59.89644612,74.7222884453859,29.94822306,2.62183468229424,1.05081484421053,1.31091734114712,0.525407422105263,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1596",SC00224,SALUDA,34.0528,-81.2186,Conventional storage dam,207.3,2713.7,GRanDv1.3,2590.308,NID2019,49.92624,49.7,NID2019,GRanDv1.3,369196.1821548,350811.88821,184598.0910774,175405.944105,1780.97531189001,1692.29082590449,890.487655945007,846.145412952243,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1597",SC00247,ROCKY RIVER MULTIPLE ARCH BUTTRESS DAM,34.2577,-82.6095,Conventional storage dam,2.6,31.638762,NID2019,31.6,GRanDv1.3,18.2,18.1356,GRanDv1.3,NID2019,1569.12440139,1561.656516,784.562200695,780.828258,603.50938515,600.637121538462,301.754692575,300.318560769231,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1598",SC00290,VAUCLUSE POND DAM,33.61306,-81.80617,Conventional storage dam,-99999,1.23348,NID2019,0.61,HydroLAKES,8.96112,8.96112,NID2019,NID2019,30.12041226096,14.89562172,15.06020613048,7.44781086,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1599",SC00485,WATEREE,34.3367,-80.7015,Run-of-River,90.5,323.7,GRanDv1.3,323.65775112,NID2019,19.62912,19.6,NID2019,GRanDv1.3,17314.5032424,17286.5604873192,8657.2516212,8643.2802436596,191.320477816575,191.011718091925,95.6602389082873,95.5058590459624,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1600",SC00559,HOLLIDAYS BRIDGE DAM,34.52984,-82.37682,Conventional storage dam,4,7.71911784,NID2019,0.72,HydroLAKES,10.668,10.668,NID2019,NID2019,224.397071344152,20.930616,112.198535672076,10.465308,56.099267836038,5.232654,28.049633918019,2.616327,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1601",SC00632,LAKE ROBINSON DAM,34.40139,-80.15165,Conventional storage dam,-99999,68.5,GRanDv1.3,33.30396,NID2019,11.9,10.668,GRanDv1.3,NID2019,2221.28375,968.156108388,1110.641875,484.078054194,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1602",SC00685,WYLIE,35.0211,-81.0081,Run-of-River,60,304,GRanDv1.3,30.3867798,NID2019,25.38984,21.7,NID2019,GRanDv1.3,21032.943456,1796.8462565235,10516.471728,898.42312826175,350.5490576,29.947437608725,175.2745288,14.9737188043625,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1603",SC00706,KEOWEE,34.79846,-82.88878,Conventional storage dam,157.6,1178.7,GRanDv1.3,122.83733928,NID2019,36.4,36.2712,GRanDv1.3,NID2019,116915.253,12141.1222338427,58457.6265,6070.56111692135,741.848052030457,77.0375776259055,370.924026015228,38.5187888129527,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1604",SC00732,SANTEE,33.4543,-80.1644,Conventional storage dam,2,1554.1848,NID2019,1517.2,GRanDv1.3,14.7,14.50848,GRanDv1.3,NID2019,62256.757626,59983.4244576,31128.378813,29991.7122288,31128.378813,29991.7122288,15564.1894065,14995.8561144,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1605",SC00738,SOUTH PACOLET RIVER RES 1,35.11111,-81.97021,Conventional storage dam,1,5.73198156,NID2019,1.6,HydroLAKES,15.78864,15.78864,NID2019,NID2019,246.613026844629,68.8384704,123.306513422314,34.4192352,246.613026844629,68.8384704,123.306513422314,34.4192352,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1606",SC01058,NEAL SHOALS,34.6653,-81.4477,Conventional storage dam,4.4,1.665198,NID2019,1.665198,NID2019,6.82752,6.82752,NID2019,NID2019,30.980995468416,30.980995468416,15.490497734208,15.490497734208,7.04113533373091,7.04113533373091,3.52056766686545,3.52056766686545,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1607",SC01059,LOCKHART WEST CANAL EMBANKMENT,34.7889,-81.4586,Lock & Dam,18,1.12740072,NID2019,1.12740072,NID2019,4.2672,4.2672,NID2019,NID2019,13.1095508602464,13.1095508602464,6.5547754301232,6.5547754301232,0.7283083811248,0.7283083811248,0.3641541905624,0.3641541905624,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1608",SC01059S001,LOCKHART EAST CANAL EMBANKMENT,34.7858,-81.4575,Conventional storage dam,-99999,1.12740072,NID2019,1.12740072,NID2019,4.2672,4.2672,NID2019,NID2019,13.1095508602464,13.1095508602464,6.5547754301232,6.5547754301232,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1609",SC01060,LOWER PACOLET,34.92,-81.73666,Conventional storage dam,1.1,0.12211452,NID2019,0.12211452,NID2019,4.90728,4.90728,NID2019,NID2019,1.63295663614776,1.63295663614776,0.81647831807388,0.81647831807388,1.4845060328616,1.4845060328616,0.7422530164308,0.7422530164308,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1610",SC01063,CLIFTON NO. 3,34.995,-81.834,Conventional storage dam,1.2,0.30837,NID2019,0.30837,NID2019,7.04088,7.04088,NID2019,NID2019,5.91650955126,5.91650955126,2.95825477563,2.95825477563,4.93042462605,4.93042462605,2.465212313025,2.465212313025,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1611",SC01064,COLUMBIA  DIVERSION DAM,34.03353,-81.0704,Run-of-River,10.6,0.986784,NID2019,0.986784,NID2019,3.84048,3.84048,NID2019,NID2019,10.326998489472,10.326998489472,5.163499244736,5.163499244736,0.974245140516227,0.974245140516227,0.487122570258113,0.487122570258113,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
