plant,NERC,EHA_ID,EIA_ID,NID_ID,lat,lon,state,county,HUC,bal_auth,mode,n_units,CH_MW,CH_MWh
Nichols,WECC,hc1913_p01,50156,"NA",40.5295,-121.9415,CA,Shasta,180202000000,CISO,NA,1,3.2,4386.98
Forks of Butte Hydro Project,WECC,hc1974_p01,50350,"NA",39.902,-121.623,CA,Butte,180202000000,CISO,Run-of-river,1,14.5,41560.24
Ponderosa Bailey Creek,WECC,hc2023_p01,10709,"NA",40.4658,-121.824,CA,Shasta,180202000000,CISO,Run-of-river,1,1.1,2315.5
Fire Mountain Lodge No. 2,WECC,hc7007_p01,NA,"NA",40.3063,-121.411,CA,Tehama,180202000000,NA,Run-of-river,1,0.05,262.8
Bailey Creek Diversion,WECC,hc7058_p01,NA,"NA",40.4603,-121.8518,CA,Shasta,180202000000,NA,NA,1,0.64,NA
Sutter's Mill Diversion,WECC,hc7070_p01,NA,"NA",40.4985,-121.8485,CA,Shasta,180202000000,NA,NA,1,0.15,722
Digger Creek Diversion,WECC,hc7092_p01,NA,"NA",40.435483,-121.734557,CA,Tehama,180202000000,NA,NA,1,0.675,NA
Mega No. 1,WECC,hc7114_p01,NA,"NA",40.681509,-122.003893,CA,Shasta,180202000000,NA,NA,1,1,4300
Nikola I Powerhouse,WECC,hc7135_p01,NA,"NA",40.432,-121.8495,CA,Tehama,180202000000,NA,Canal/Conduit,1,0.03,NA
Mud Creek Diversion,WECC,hc7168_p01,NA,"NA",39.8389,-121.7677,CA,Butte,180202000000,NA,NA,2,0.3,1300
Tetrick Powerhouse,WECC,hc7189_p01,NA,"NA",40.5833,-122.0833,CA,Shasta,180202000000,NA,Canal/Conduit,1,0.1,NA
T & G Hydro,WECC,hc7221_p01,NA,"NA",40.682511,-121.868058,CA,Shasta,180202000000,NA,Run-of-river,1,0.35,825
Water Wheel Ranch,WECC,hc7228_p01,NA,"NA",40.7805,-121.8762,CA,Shasta,180202000000,NA,NA,3,0.999,3366.842
Clover Leaf Ranch,WECC,hc7237_p01,NA,"NA",40.702995,-121.933244,CA,Shasta,180202000000,NA,NA,1,0.224,881
Arbuckle Mountain,WECC,hc7243_p01,NA,"NA",40.4095,-122.8813,CA,Shasta,180202000000,NA,Run-of-river,1,0.4,NA
Bell Powerhouse,WECC,hc7365_p01,NA,"NA",38.9093,-121.0908,CA,Placer,180202000000,NA,Canal/Conduit,1,0.1,290
Lincoln Metering Station,WECC,hc7574_p01,NA,"NA",38.847579,-121.231916,CA,Placer,180202000000,NA,Canal/Conduit,2,0.38,1770
Kings River Siphon Powerhouse,WECC,hc0176_p01,NA,"NA",36.7638,-119.442,CA,Butte,180300000000,NA,Canal/Conduit,4,1.294,3700
Success,WECC,hc0327_p01,10222,CA10113,36.06,-118.9237,CA,Tulare,180300000000,CISO,NA,1,1.4,1651.53
Terminus Hydroelectric Project,WECC,hc0340_p01,54343,CA10114,36.4155,-119.0065,CA,Tulare,180300000000,CISO,NA,1,20.1,38042.76
Isabella Hydro Project,WECC,hc0348_p01,10139,CA10106,35.6443,-118.4818,CA,Kern,180300000000,CISO,Run-of-river,2,11.8,21900.35
Borel,WECC,hc0348_p02,328,"NA",35.5833,-118.5833,CA,Kern,180300000000,CISO,Run-of-river,3,12,36599.24
Isabella Fish Flow,WECC,hc0348_p03,58606,CA10106,35.644167,-118.481667,CA,Kern,180300000000,CISO,NA,1,0.8,NA
Pine Flat,WECC,hc0373_p01,7907,CA10112,36.8323384,-119.3255902,CA,Fresno,180300000000,CISO,NA,3,165,379036.88
Balch 1,WECC,hc1017_p01,217,CA00335,36.9198,-119.0234,CA,Fresno,180300000000,CISO,NA,1,31,110577.59
Balch 2,WECC,hc1017_p02,218,CA00335,36.9198,-119.0234,CA,Fresno,180300000000,CISO,NA,2,97.2,400446.76
Kern Canyon,WECC,hc1020_p01,7911,CA00720,35.46,-118.7806,CA,Kern,180300000000,CISO,Run-of-river,1,9.5,32606.71
Kaweah 1,WECC,hc1032_p01,337,"NA",36.4508,-118.7902,CA,Tulare,180300000000,CISO,Run-of-river,1,2.3,8024.76
Kaweah 2,WECC,hc1032_p02,336,"NA",36.4508,-118.7902,CA,Tulare,180300000000,CISO,Run-of-river,1,1.8,9432.65
Kaweah 3,WECC,hc1032_p03,338,"NA",36.4508,-118.7902,CA,Tulare,180300000000,CISO,Run-of-river,2,4.8,18232.35
Lower Tule,WECC,hc1038_p01,365,"NA",36.1632,-118.7072,CA,Tulare,180300000000,CISO,Run-of-river,2,2.6,8015.65
Tule River,WECC,hc1095_p01,289,"NA",36.1923,-118.6578,CA,Tulare,180300000000,CISO,Run-of-river,2,8.4,14529.82
Kern River No. 1,WECC,hc1149_p01,340,CA00429,35.5283,-118.6711,CA,Kern,180300000000,CISO,Run-of-river,4,26.4,115596.29
Haas,WECC,hc1172_p01,240,CA00411,37.0042,-118.9684,CA,Fresno,180300000000,CISO,Intermediate Peaking,2,135,424959.76
Kings River,WECC,hc1172_p02,254,CA00411,37.0042,-118.9684,CA,Fresno,180300000000,CISO,Intermediate Peaking,1,48.6,138476.94
Kern River No. 3,WECC,hc1352_p01,339,"NA",35.9454,-118.478,CA,Tulare,180300000000,CISO,Run-of-river,2,40.3,108905.06
Hat Creek 2,WECC,hc1640_p01,244,CA00438,40.9343,-121.5499,CA,Shasta,180300000000,CISO,Run-of-river,1,10,42748.94
Rio Bravo Hydro Project,WECC,hc1838_p01,50037,CA01595,35.4338,-118.8075,CA,Kern,180300000000,CISO,Run-of-river,2,14,30036.47
Deer Creek Diversion,WECC,hc7306_p01,NA,"NA",35.8762,-118.6897,CA,Tulare,180300000000,NA,NA,1,0.385,1060
Tank 4 In-Conduit,WECC,hc7583_p01,NA,"NA",36.015487,-120.128681,CA,Kings,180300000000,NA,Canal/Conduit,1,0.11,424
New Melones,WECC,hc0036_p01,6158,CA10246,37.9469274,-120.5282107,CA,Tuolumne,180400000000,WALC,Peaking,2,300,442098.06
Friant Hydro Facility,WECC,hc0131_p01,50393,CA10154,37,-119.6958,CA,Fresno,180400000000,CISO,Canal/Conduit,4,37.5,78431.27
Friant Fishwater Release Powerhouse,WECC,hc0131_p02,NA,CA10154,36.9997,-119.7062,CA,Fresno and Madera,180400000000,NA,Canal/Conduit,1,0.51,NA
Madera Canal (Site 980 65),WECC,hc0134_p01,50322,"NA",37.0553,-119.8972,CA,Madera,180400000000,CISO,Canal/Conduit,3,2.1,3578.41
Madera Canal Mile 24.2 Powerhouse,WECC,hc0154_p01,NA,"NA",37.0753,-119.9892,CA,Madera,180400000000,NA,Canal/Conduit,1,0.424,NA
New Hogan,WECC,hc0323_p01,50755,CA10109,38.1499,-120.8142,CA,Calaveras,180400000000,CISO,NA,2,3,7583.94
Big Creek 2A,WECC,hc1006_p01,322,CA00437,37.144,-119.303,CA,Fresno,180400000000,CISO,NA,2,110,350163.12
Big Creek 8,WECC,hc1007_p01,321,CA00431,37.1997,-119.3056,CA,Fresno,180400000000,CISO,NA,2,75,224433.12
Kerckhoff,WECC,hc1011_p01,250,CA00340,37.1284,-119.5274,CA,"Fresno, Madera",180400000000,CISO,NA,2,22.6,27543.19
Kerckhoff 2,WECC,hc1011_p02,682,CA00340,37.1284,-119.5274,CA,"Fresno, Madera",180400000000,CISO,NA,1,139.5,418559.71
Big Creek 3,WECC,hc1012_p01,319,CA00432,37.2075,-119.3306,CA,Fresno,180400000000,CISO,NA,5,174.5,675481.71
Salt Springs,WECC,hc1013_p01,279,CA00382,38.4983,-120.2155,CA,Amador,180400000000,CISO,Peaking,2,42,174078.65
Tiger Creek,WECC,hc1014_p01,287,CA00419,38.4532,-120.4781,CA,Amador,180400000000,CISO,Peaking,2,52.2,256784.35
West Point,WECC,hc1015_p01,291,CA00401,38.4411,-120.5054,CA,"Amador, Calaveras",180400000000,CISO,Peaking,1,13.6,78896.18
Electra,WECC,hc1016_p01,239,CA00383,38.3478,-120.6664,CA,Amador,180400000000,CISO,Peaking,3,102.5,384377.24
Phoenix,WECC,hc1083_p01,264,CA00387,38.0936,-120.1682,CA,Tuolumne,180400000000,CISO,Peaking,1,1.6,8228.82
Crane Valley,WECC,hc1096_p01,230,CA00337,37.2923,-119.5292,CA,Madera,180400000000,NA,Peaking,1,0.99,2768
San Joaquin 3,WECC,hc1097_p01,277,CA00339,37.2535,-119.5325,CA,Madera,180400000000,CISO,Peaking,1,4,8337.47
San Joaquin 2,WECC,hc1098_p01,276,"NA",37.2078,-119.5073,CA,Madera,180400000000,CISO,Peaking,1,2.8,6968.12
San Joaquin 1A,WECC,hc1098_p02,278,"NA",37.2078,-119.5073,CA,Madera,180400000000,NA,Peaking,1,0.425,1328
A G Wishon,WECC,hc1099_p01,293,CA00338,37.159,-119.4963,CA,Madera,180400000000,CISO,Peaking,4,12.8,49530
Beardsley,WECC,hc1182_p01,414,CA00263,38.2035,-120.0753,CA,Tuolumne,180400000000,CISO,NA,1,10,50646.53
Donnells,WECC,hc1183_p01,415,CA00264,38.3302,-119.9613,CA,Tuolumne,180400000000,CISO,NA,1,72,269833.06
Big Creek 4,WECC,hc1188_p01,320,CA00440,37.1447,-119.4506,CA,Fresno,180400000000,CISO,Peaking,2,100,372039.53
Murphys,WECC,hc1189_p01,261,CA00420,38.1493,-120.4293,CA,Calaveras,180400000000,CISO,Peaking,1,3.6,13205.53
Tulloch,WECC,hc1203_p01,416,CA00265,37.8761,-120.6049,CA,Calaveras,180400000000,CISO,Run-of-river,3,29.9,103680.41
Mammoth Pool,WECC,hc1225_p01,344,CA00443,37.3231,-119.3172,CA,Fresno,180400000000,CISO,NA,3,190,506708.71
Stanislaus,WECC,hc1251_p01,285,CA00391,38.1448,-120.3583,CA,Tuolumne,180400000000,CISO,Peaking,1,81.9,348828.71
Spring Gap,WECC,hc1252_p01,284,CA00388,38.1995,-119.9893,CA,Tuolumne,180400000000,CISO,Peaking,1,6,33689.82
Portal,WECC,hc1275_p01,354,CA00442,37.3201,-119.0693,CA,Fresno,180400000000,CISO,NA,1,10.8,24499.12
Big Creek 1,WECC,hc1276_p01,317,CA00434,37.2286,-119.2213,CA,Fresno,180400000000,CISO,NA,4,88.4,330754.53
Big Creek 2,WECC,hc1277_p01,318,CA00430,37.203,-119.242,CA,Fresno,180400000000,CISO,NA,4,66.6,304934.29
McSwain,WECC,hc1281_p01,410,CA00242,37.521,-120.3109,CA,Mariposa,180400000000,CISO,NA,1,9,39611.01
Exchequer,WECC,hc1282_p01,409,CA00240,37.585,-120.2702,CA,Mariposa,180400000000,CISO,NA,1,94.5,253308.29
Don Pedro,WECC,hc1354_p01,439,CA00281,37.7007,-120.4221,CA,Tuolumne,180400000000,TIDC,NA,4,170.8,364361.29
Spicer Meadow Project,WECC,hc1453_p01,54554,CA01224,38.393,-119.9971,CA,Tuolumne,180400000000,CISO,Peaking,3,5.9,32349.31
Collierville Powerhouse,WECC,hc1454_p01,54555,CA01257,38.235,-120.2911,CA,"Tuolumne, Calaveras",180400000000,CISO,Peaking,2,253,495383.12
Merced Falls,WECC,hc1501_p01,258,CA00341,37.5222,-120.3295,CA,Merced,180400000000,CISO,NA,1,3.4,10455.94
Angels,WECC,hc1663_p01,215,CA00424,38.1163,-120.5157,CA,Calaveras,180400000000,CISO,Peaking,1,1.4,5027.06
Drop No. 1 Powerhouse (Turlock Lake),WECC,hc1729_p01,161,CA00279,37.6176,-120.5977,CA,Stanislaus,180400000000,TIDC,Canal/Conduit,3,3.3,6709.29
Drop No. 9,WECC,hc1730_p01,162,"NA",37.626,-120.7502,CA,Stanislaus,180400000000,TIDC,Canal/Conduit,2,1,3761.71
Pardee,WECC,hc1744_p01,376,CA00164,38.2571,-120.85,CA,"Amador, Calaveras",180400000000,CISO,NA,3,23.6,97580.24
Camanche,WECC,hc1745_p01,537,CA00173,38.2252,-121.0225,CA,San Joaquin,180400000000,CISO,NA,3,10.8,33885.71
Sand Bar Power Plant,WECC,hc1765_p01,50400,"NA",38.186,-120.153,CA,Tuolumne,180400000000,CISO,Run-of-river,1,16.2,79285.65
Parker,WECC,hc1773_p01,428,"NA",37.4779,-120.4444,CA,Merced,180400000000,CISO,Canal/Conduit,1,2.7,8479.59
Reta (Canal Creek),WECC,hc1784_p01,461,"NA",37.4532,-120.4898,CA,Merced,180400000000,NA,Canal/Conduit,1,0.9,1317
Papazian (Fairfield),WECC,hc1785_p01,459,"NA",37.3668,-120.4186,CA,Merced,180400000000,NA,Canal/Conduit,1,0.9,1966
Upper Dawson,WECC,hc1789_p01,489,CA00280,37.6505,-120.4709,CA,Tuolumne,180400000000,TIDC,Canal/Conduit,1,4.4,10165.24
Moccasin Low Head Hydro Project,WECC,hc1893_p01,751,CA00122,37.8147,-120.3085,CA,Tuolumne,180400000000,CISO,NA,1,2.9,3673.12
Stone Drop,WECC,hc1938_p01,499,"NA",37.6433,-120.7191,CA,Stanislaus,180400000000,NA,Canal/Conduit,1,0.6,742.5
Dion R Holm,WECC,hc4007_p01,380,CA00125,37.97571641,-119.9118824,CA,Tuolumne,180400000000,CISO,NA,2,156.8,659161.76
Moccasin,WECC,hc4008_p01,381,CA00124,37.802,-120.265,CA,Tuolumne,180400000000,CISO,NA,2,100,353552.53
R C Kirkwood,WECC,hc4009_p01,382,CA00123,37.94791261,-119.7879365,CA,Tuolumne,180400000000,CISO,NA,3,115.5,496504.24
La Grange,WECC,hc4020_p01,440,CA00278,37.67224848,-120.4443272,CA,Stanislaus,180400000000,TIDC,NA,2,4.5,15573.88
Vermilion,WECC,hc7008_p01,NA,CA00441,37.3699,-118.9873,CA,Fresno,180400000000,NA,NA,1,0.003,NA
San Luis Bypass Powerhouse,WECC,hc7106_p01,NA,"NA",37.073,-120.9592,CA,Merced,180400000000,NA,Canal/Conduit,1,0.6,2300
Wolfsen Bypass Powerhouse,WECC,hc7107_p01,NA,"NA",37.0562,-120.9438,CA,Merced,180400000000,NA,Canal/Conduit,1,1,3900
Jackson Creek,WECC,hc7119_p01,NA,CA00867,38.3037,-120.8888,CA,Amador,180400000000,NA,NA,4,0.5,NA
CPUD Pipeline,WECC,hc7257_p01,NA,"NA",38.2667,-120.6333,CA,Alameda,180400000000,NA,Canal/Conduit,3,0.27975,NA
CPUD Middle Fork,WECC,hc7270_p01,NA,CA00307,38.3848,-120.4425,CA,Calaveras,180400000000,NA,NA,2,0.23,992
Shadybrook Powerhouse,WECC,hc7297_p01,NA,"NA",38.0448,-120.2347,CA,Tuolumne,180400000000,NA,Canal/Conduit,1,0.0262,NA
Columbia Water Supply Powerhouse,WECC,hc7464_p01,NA,"NA",38.063,-120.4263,CA,Tuolumne,180400000000,NA,Run-of-river,1,0.375,1010
Los Vaqueros Pipeline Energy Recovery,WECC,hc7525_p01,NA,"NA",37.98375,-121.748557,CA,Contra Costa,180400000000,NA,Canal/Conduit,1,1,4400
Tanner In-Conduit Hydroelectric Project,WECC,hc9048_p01,NA,"NA",38.38241944,-120.7887667,CA,Amador,180400000000,NA,Canal/Conduit,2,0.16,564
Woodward Power Plant,WECC,hc1774_p01,50218,CA00276,37.864,-120.8857,CA,Stanislaus,180401000000,TIDC,Canal/Conduit,1,2.8,4099.33
Frankenheimer Power Plant,WECC,hc1783_p01,50219,"NA",37.8472,-120.8232,CA,Stanislaus,180401000000,CISO,Canal/Conduit,1,5.3,13513.2
Rock Creek Powerhouse,WECC,hc7337_p01,NA,"NA",37.9753,-120.7995,CA,Calaveras,180401000000,NA,Canal/Conduit,1,0.7,3000
Olsen,WECC,hc2024_p01,50180,CA00979,40.6695,-121.8913,CA,Shasta,180500000000,CISO,Run-of-river,1,5,7893.94
Fleming Hill Powerhouse,WECC,hc7124_p01,NA,CA00143,38.1387,-122.2437,CA,Solano,180500000000,NA,Canal/Conduit,1,0.3,1850
Anderson,WECC,hc7139_p01,NA,CA00294,37.1676,-121.6308,CA,Santa Clara,180500000000,NA,NA,2,0.754,4177
WTP Powerhouse No. 2,WECC,hc7445_p01,NA,"NA",37.5417,-121.9252,CA,Alameda,180500000000,NA,Canal/Conduit,6,1.25,6740
Cox Station,WECC,hc7537_p01,NA,"NA",37.282433,-122.020286,CA,Santa Clara,180500000000,NA,Canal/Conduit,2,0.11,220
Nacimiento Hydro Project,WECC,hc1949_p01,50352,CA00812,35.759,-120.884,CA,San Luis Obispo,180600000000,CISO,NA,2,4.4,10751.18
San Luis Obispo Powerhouse,WECC,hc7110_p01,NA,"NA",35.327,-120.6665,CA,Alameda,180600000000,NA,Canal/Conduit,1,0.68,NA
Picay Powerhouse,WECC,hc7319_p01,NA,"NA",34.4495,-119.579,CA,Santa Barbara,180600000000,NA,Canal/Conduit,1,0.149,979
Gibraltar Conduit Hydroelectric Project,WECC,hc9030_p01,NA,"NA",34.4581,-119.7247,CA,Santa Barbara,180600000000,NA,Canal/Conduit,1,0.82,1874
Azusa,WECC,hc1090_p01,6449,"NA",34.1,-117.9333,CA,Los Angeles,180701000000,CISO,NA,1,3,1785.38
Santa Felicia Dam,WECC,hc1265_p01,50076,CA00805,34.4615,-118.7512,CA,Ventura,180701000000,CISO,Peaking,2,1.3,1150.2
Alamo,WECC,hc1465_p01,905,CA00052,34.81545,-118.685953,CA,Los Angeles,180701000000,CISO,NA,1,19.6,67335.65
W E Warne,WECC,hc1467_p01,6196,CA01594,34.7731,-118.7616,CA,Los Angeles,180701000000,CISO,NA,2,74.2,321276.06
Greg Avenue,WECC,hc1737_p01,6643,"NA",33.9167,-117.8,CA,Los Angeles,180701000000,LDWP,Canal/Conduit,1,1,1047.24
Lake Mathews,WECC,hc1737_p02,6644,"NA",33.9167,-117.8,CA,Riverside,180701000000,CISO,Canal/Conduit,1,4.9,20985.41
Foothill Feeder,WECC,hc1737_p03,6645,"NA",33.9167,-117.8,CA,Los Angeles,180701000000,CISO,Canal/Conduit,2,9,48201.41
San Dimas,WECC,hc1737_p04,6646,"NA",33.9167,-117.8,CA,Los Angeles,180701000000,CISO,Canal/Conduit,1,9.9,39821.76
Yorba Linda,WECC,hc1737_p05,6647,"NA",33.9167,-117.8,CA,Orange,180701000000,CISO,Canal/Conduit,1,5.1,19373.47
Sepulveda Canyon,WECC,hc1833_p01,316,"NA",34.096,-118.4735,CA,Los Angeles,180701000000,LDWP,Canal/Conduit,1,8.5,27562.76
Venice,WECC,hc1886_p01,72,"NA",34.0112,-118.4167,CA,Los Angeles,180701000000,CISO,Canal/Conduit,1,10.1,12369.29
San Dimas Wash Generating Station,WECC,hc1905_p01,50233,"NA",34.124178,-117.804994,CA,Los Angeles,180701000000,CISO,Canal/Conduit,1,1,1619.87
Rio Hondo,WECC,hc1934_p01,482,"NA",33.9405,-118.1685,CA,LOS ANGELES,180701000000,CISO,Canal/Conduit,1,1.9,3071.82
Coyote Creek,WECC,hc1939_p01,483,"NA",33.9242,-117.955,CA,Orange,180701000000,CISO,Canal/Conduit,1,3.1,5371.76
East Portal Generator,WECC,hc1973_p01,50375,"NA",34.2647,-118.6303,CA,Los Angeles,180701000000,CISO,Canal/Conduit,1,1.2,5548.41
San Gabriel Hydro Project,WECC,hc2036_p01,54017,CA00200,34.2065,-117.8592,CA,Los Angeles,180701000000,CISO,NA,2,5,6934.06
Valley View,WECC,hc2038_p01,487,"NA",33.8992,-117.8288,CA,Orange,180701000000,CISO,Canal/Conduit,1,4.1,6489.53
Springville Hydroelectric,WECC,hc2126_p01,56125,"NA",34.2273,-119.0863,CA,Ventura,180701000000,CISO,Canal/Conduit,1,1,1752
Franklin,WECC,hc4011_p01,397,CA00075,34.095,-118.41,CA,Los Angeles,180701000000,LDWP,NA,1,2,3820.82
Foothill,WECC,hc4015_p01,396,"NA",34.313888,-118.492613,CA,Los Angeles,180701000000,LDWP,NA,1,10.1,32669.18
San Fernando,WECC,hc4019_p01,403,CA00076,34.28534855,-118.4783027,CA,Los Angeles,180701000000,LDWP,NA,2,5.6,14394.82
San Francisquito 1,WECC,hc4103_p01,6479,CA00077,34.53027895,-118.5225303,CA,Los Angeles,180701000000,LDWP,NA,4,65.5,145009.59
San Francisquito 2,WECC,hc4103_p02,6480,CA00077,34.53027895,-118.5225303,CA,Los Angeles,180701000000,LDWP,NA,3,46,54962.59
Sawtelle,WECC,hc4112_p01,7077,CA00083,34.10640468,-118.4536647,CA,Los Angeles,180701000000,NA,NA,1,0.64,1385
Conejo Pump Station Powerhouse,WECC,hc7088_p01,NA,"NA",34.2462,-118.8337,CA,Ventura,180701000000,NA,Canal/Conduit,1,0.75,NA
Verdugo Metropolitan Powerhouse,WECC,hc7169_p01,NA,"NA",34.1593,-118.2548,CA,Los Angeles,180701000000,NA,NA,1,0.4,NA
Joint Water Line Powerhouse,WECC,hc7212_p01,NA,"NA",34.0393,-117.8283,CA,Los Angeles,180701000000,NA,Canal/Conduit,2,0.182,NA
Santa Rosa Valley Powerhouse,WECC,hc7367_p01,NA,"NA",34.2422,-118.8857,CA,Ventura,180701000000,NA,Canal/Conduit,1,0.261,1250
MWD Service Connection F-8 Powerhouse,WECC,hc7396_p01,NA,"NA",33.9238,-117.9462,CA,Orange,180701000000,NA,Canal/Conduit,2,0.592,1200
Woodcreek Road Powerhouse,WECC,hc7400_p01,NA,"NA",34.2372,-118.9977,CA,Ventura,180701000000,NA,Canal/Conduit,1,0.15,550
Fulton Road Powerhouse,WECC,hc7423_p01,NA,"NA",34.0998,-117.7562,CA,Los Angeles,180701000000,NA,Canal/Conduit,1,0.2,976
Williams Avenue Powerhouse,WECC,hc7424_p01,NA,"NA",34.1192,-117.7502,CA,Los Angeles,180701000000,NA,Canal/Conduit,1,0.35,2210
Valley Pumping Plant,WECC,hc7486_p01,NA,"NA",34.186521,-118.347934,CA,"Los Angeles County,",180701000000,NA,Canal/Conduit,2,0.3,900
Palos Verdes Energy Recovery Project,WECC,hc7538_p01,NA,"NA",33.760936,-118.377857,CA,"Los Angeles County,",180701000000,NA,Canal/Conduit,1,0.325,2000
Grandsen,WECC,hc7565_p01,NA,"NA",34.275173,-118.873377,CA,Ventura,180701000000,NA,Canal/Conduit,2,0.36,2620
Lytle Creek,WECC,hc1150_p01,343,"NA",34.2316,-117.4842,CA,San Bernardino,180702000000,NA,Run-of-river,2,0.5,1697
Santa Ana 1,WECC,hc1151_p01,361,"NA",34.145262,-117.058216,CA,San Bernardino,180702000000,CISO,Run-of-river,4,3.2,3616.41
Santa Ana 2,WECC,hc1151_p02,362,"NA",34.145262,-117.058216,CA,San Bernardino,180702000000,NA,Run-of-river,2,0.8,NA
Santa Ana 3,WECC,hc1151_p03,363,"NA",34.145262,-117.058216,CA,San Bernardino,180702000000,CISO,Run-of-river,1,3.1,5038.59
Mill Creek 1,WECC,hc1152_p01,346,"NA",34.089189,-117.039175,CA,San Bernardino,180702000000,NA,Run-of-river,1,0.8,1983
Mill Creek 2,WECC,hc1152_p02,9762,"NA",34.089189,-117.039175,CA,San Bernardino,180702000000,NA,Run-of-river,1,0.25,NA
Mill Creek 3,WECC,hc1152_p03,7147,"NA",34.089189,-117.039175,CA,San Bernardino,180702000000,CISO,Run-of-river,3,3,8970.29
Devil Canyon,WECC,hc1468_p01,436,CA01364,34.2057,-117.3464,CA,San Bernardino,180702000000,CISO,NA,4,276.2,939444
Fontana,WECC,hc1734_p01,332,"NA",34.155162,-117.397119,CA,San Bernardino,180702000000,CISO,Canal/Conduit,2,3,4756.76
Temescal,WECC,hc1922_p01,479,"NA",33.831,-117.4977,CA,Riverside,180702000000,CISO,Canal/Conduit,1,2.9,13351.24
Corona,WECC,hc1926_p01,480,"NA",33.8585,-117.6098,CA,Riverside,180702000000,CISO,Canal/Conduit,1,2.9,12873.29
Perris,WECC,hc1930_p01,481,CA00054,33.833,-117.1745,CA,Riverside,180702000000,CISO,Canal/Conduit,1,7.9,18019.28
Etiwanda,WECC,hc2140_p01,745,"NA",34.104,-117.5261,CA,San Bernardino,180702000000,CISO,Canal/Conduit,1,23.9,61436.06
San Bernardino,WECC,hc7159_p01,NA,"NA",34.1,-117.3333,CA,San Bernardino,180702000000,NA,Canal/Conduit,4,0.469,NA
Turtle Rock/Quail Hill Powerhouse,WECC,hc7261_p01,NA,"NA",33.6583,-117.8137,CA,Orange,180702000000,NA,Canal/Conduit,1,0.224,1416
Miramar Powerhouse,WECC,hc7422_p01,NA,"NA",34.1262,-117.6987,CA,Los Angeles,180702000000,NA,Canal/Conduit,1,0.53,1972
Monte Vista Powerhouse,WECC,hc7430_p01,NA,"NA",34.0915,-117.6868,CA,San Bernardino,180702000000,NA,Canal/Conduit,3,0.858,3202
WFA-JPA Station No. 1 Powerhouse,WECC,hc7435_p01,NA,"NA",34.0937,-117.6562,CA,San Bernardino,180702000000,NA,Canal/Conduit,1,0.225,1743.75
Mesa Powerhouse,WECC,hc7439_p01,NA,"NA",33.6456,-117.932,CA,Orange,180702000000,NA,Canal/Conduit,2,0.06,95
Sandhill Water Treatment Plant,WECC,hc7580_p01,NA,"NA",34.152814,-117.39957,CA,San Bernardino,180702000000,NA,Canal/Conduit,2,0.31,1160
Plant 134 Hydroelectric Project,WECC,hc9067_p01,NA,"NA",34.13861667,-117.1884611,CA,San Bernardino,180702000000,NA,Canal/Conduit,2,0.242,1035
Rincon,WECC,hc1018_p01,458,"NA",33.245433,-116.96035,CA,San Diego,180703000000,NA,Run-of-river,2,0.3,NA
Bear Valley,WECC,hc1019_p01,457,CA00772,33.1678,-117.0045,CA,San Diego,180703000000,CISO,Run-of-river,2,1.4,2030.06
R E Badger Filtration Plant,WECC,hc1898_p01,50147,"NA",33.0512,-117.1753,CA,San Diego,180703000000,CISO,Canal/Conduit,2,1.4,547.68
Point Loma,WECC,hc2003_p01,50492,"NA",32.6806,-117.2483,CA,San Diego,180703000000,CISO,Canal/Conduit,1,1.5,4362.86
Red Mountain,WECC,hc2030_p01,484,CA00225,33.3915,-117.1885,CA,San Diego,180703000000,CISO,Canal/Conduit,1,5.9,22673.18
Diamond Valley Lake,WECC,hc2156_p01,7942,CA01410,33.6937,-117,CA,Riverside,180703000000,CISO,Canal/Conduit,9,29.7,24353.65
Rancho Penasquitos,WECC,hc2161_p01,56615,"NA",32.936462,-117.112651,CA,San Diego,180703000000,CISO,Canal/Conduit,1,4.6,15351.24
San Francisco Peak Powerhouse,WECC,hc7241_p01,NA,"NA",33.1708,-117.2617,CA,San Diego,180703000000,NA,Canal/Conduit,3,0.425,532
Roger Miller Powerhouse,WECC,hc7402_p01,NA,"NA",33.0725,-117.199,CA,San Diego,180703000000,NA,Canal/Conduit,1,0.45,700
Carlsbad,WECC,hc7589_p01,NA,"NA",33.152841,-117.26149,CA,San Diego,180703000000,NA,Canal/Conduit,1,0.135,833
Perdue Water Treatment Plant Hydroelectric Project,WECC,hc9076_p01,NA,"NA",32.69358333,-117.0097222,CA,San Diego,180703000000,NA,Canal/Conduit,2,0.7,3784
Poole,WECC,hc1100_p01,353,CA00457,37.9351,-119.2326,CA,Mono,180901000000,CISO,Peaking,1,11.3,26771
Rush Creek,WECC,hc1101_p01,357,CA00454,37.7582,-119.1317,CA,Mono,180901000000,CISO,Peaking,2,13.1,37349.29
Lundy,WECC,hc1102_p01,342,CA00451,38.0319,-119.2208,CA,Mono,180901000000,CISO,Peaking,2,3,8208.29
Bishop Creek 2,WECC,hc1103_p01,323,CA00449,37.2479,-118.5823,CA,Inyo,180901000000,CISO,NA,3,7.3,27788.06
Bishop Creek 3,WECC,hc1104_p01,324,"NA",37.2736,-118.5731,CA,Inyo,180901000000,CISO,NA,3,8.4,27559.12
Bishop Creek 4,WECC,hc1105_p01,325,"NA",37.302,-118.5309,CA,Inyo,180901000000,CISO,NA,5,8.2,37625
Bishop Creek 5,WECC,hc1106_p01,326,"NA",37.3237,-118.5009,CA,Inyo,180901000000,CISO,NA,2,4.5,13138.76
