plant,NERC,EHA_ID,EIA_ID,NID_ID,lat,lon,state,county,HUC,bal_auth,mode,n_units,CH_MW,CH_MWh
Arnold Falls,NPCC,hc1444_p01,3707,VT00189,44.4243,-72.0141,VT,Caledonia,10801020302,NA,Run-of-river,1,0.35,NA
Great Falls,NPCC,hc1719_p01,3762,VT00200,44.501,-71.9987,VT,Caledonia,10801020302,ISNE,NA,3,1.9,3641.53
Vail,NPCC,hc1778_p01,3763,VT00201,44.5095,-71.9953,VT,Caledonia,10801020302,NA,Run-of-river,1,0.4,NA
Emerson Falls,NPCC,hc7289_p01,NA,"NA",44.435,-72.0389,VT,Caledonia,10801020401,NA,NA,1,0.25,800
West Danville 15,NPCC,hc4084_p01,3743,VT00049,44.40879886,-72.1963296,VT,Caledonia,10801020402,ISNE,NA,1,1,2392.35
Gage,NPCC,hc1443_p01,3713,VT00192,44.3971,-72.0241,VT,Caledonia,10801020403,NA,Run-of-river,2,0.7,NA
Passumpsic,NPCC,hc1445_p01,3718,VT00195,44.3746,-72.0264,VT,Caledonia,10801020403,NA,Run-of-river,1,0.7,NA
East Barnet,NPCC,hc1771_p01,788,VT00373,44.3265,-72.0365,VT,Caledonia,10801020403,ISNE,NA,1,2.2,7401.71
Gilman Mill,NPCC,hc1440_p01,10608,NH00366,44.4098,-71.7177,VT,Essex,10801030201,ISNE,Run-of-river,4,4.8,19559.4
S C Moore,NPCC,hc1210_p01,2351,NH00414,44.3349,-71.8758,NH,Grafton,10801030203,ISNE,NA,4,190.8,296814.47
Barnet Diversion,NPCC,hc7136_p01,NA,"NA",44.2964,-72.0506,VT,Caledonia,10801030204,NA,Run-of-river,1,0.525,1617
Comerford,NPCC,hc1209_p01,2349,NH00165,44.3249,-72.0013,NH,Grafton,10801030205,ISNE,NA,4,167.8,358739.47
Mcindoes,NPCC,hc1208_p01,6483,NH00166,44.26,-72.0602,NH,Grafton,10801030206,ISNE,NA,4,10.4,43825.29
Dodge Falls Associates,NPCC,hc2014_p01,10526,NH00014,44.2083,-72.0582,NH,Grafton,10801030206,ISNE,NA,1,5,27563.27
Apthorp,NPCC,hc7462_p01,NA,NH00611,44.306,-71.7461,NH,Grafton,10801030403,NA,Run-of-river,1,0.425,NA
Lower Lisbon,NPCC,hc7044_p01,NA,NH00144,44.2143,-71.9113,NH,Grafton,10801030503,NA,NA,2,0.675,NA
Ammonoosuc River,NPCC,hc7087_p01,NA,NH00061,44.1668,-71.9669,NH,Grafton,10801030506,NA,NA,1,0.3,NA
Woodsville,NPCC,hc7115_p01,NA,NH00069,44.1545,-72.0365,NH,Grafton,10801030506,NA,NA,1,0.36,NA
Pettyboro Brook,NPCC,hc7304_p01,NA,"NA",44.1949,-71.9652,NH,Grafton,10801030506,NA,Run-of-river,1,0.058,302
Wells River,NPCC,hc1870_p01,50539,"NA",44.1708,-72.0999,VT,Orange,10801030602,ISNE,NA,3,1.1,4601.26
Newbury,NPCC,hc7112_p01,NA,VT00325,44.1519,-72.0546,VT,Orange,10801030602,NA,Run-of-river,3,0.41,1865
Halls Brook,NPCC,hc7236_p01,NA,"NA",44.0503,-72.0911,VT,Orange,10801030702,NA,NA,1,0.005,NA
Bradford,NPCC,hc1515_p01,3709,VT00044,43.9913,-72.1296,VT,Orange,10801040104,ISNE,NA,2,1.5,3864
Eastman Brook,NPCC,hc7180_p01,NA,"NA",43.9695,-72.0796,NH,Grafton,10801040201,NA,NA,1,0.1,NA
Celley Mill Hydro Station,NPCC,hc7307_p01,NA,"NA",43.9698,-72.0817,NH,Grafton,10801040201,NA,NA,1,0.14,626
Wilder,NPCC,hc1131_p01,2353,NH00259,43.6668,-72.3039,NH,Grafton,10801040402,ISNE,NA,3,35.6,152797.76
Bethel Mills,NPCC,hc7398_p01,NA,VT00190,43.832,-72.6346,VT,Windsor,10801050203,NA,NA,2,0.325,2000
Glen,NPCC,hc2027_p01,54471,NH00159,43.635,-72.3043,NH,Grafton,10801060106,ISNE,Run-of-river,3,1.5,4234.24
Mascoma,NPCC,hc7377_p01,NA,NH00155,43.6377,-72.2585,NH,Grafton,10801060106,NA,Run-of-river,1,0.234,1300
Killington,NPCC,hc7325_p01,NA,"NA",43.6802,-72.7876,VT,Rutland,10801060201,NA,NA,3,0.1,350
North Hartland,NPCC,hc0320_p01,590,VT00002,43.6051,-72.3597,VT,Windsor,10801060207,NA,NA,1,4,NA
Deweys Mill,NPCC,hc0345_p01,10137,VT00155,43.6405,-72.4067,VT,Windsor,10801060207,ISNE,Run-of-river,2,3,5887.46
Taftsville,NPCC,hc1517_p01,3727,VT00207,43.6312,-72.4686,VT,Windsor,10801060207,NA,Run-of-river,1,0.5,NA
Ottauquechee Hydro,NPCC,hc1704_p01,50126,VT00233,43.5933,-72.3506,VT,Windsor,10801060207,ISNE,NA,2,1.8,4476.51
Downers Mill,NPCC,hc7109_p01,NA,VT00239,43.6455,-72.4194,VT,Windsor,10801060207,NA,NA,1,0.4,NA
Martinsville Upper,NPCC,hc7260_p01,NA,"NA",43.5368,-72.4018,VT,Windsor,10801060302,NA,Run-of-river,2,0.25,1200
Sugar River I,NPCC,hc7038_p01,NA,NH00602,43.3665,-72.1629,NH,Sullivan,10801060405,NA,NA,1,0.15,NA
Sugar River II,NPCC,hc7038_p02,NA,NH00602,43.3645,-72.165499,NH,Sullivan,10801060405,NA,Run-of-river,1,0.2,650
Sunapee,NPCC,hc7149_p01,NA,NH01016,43.3855,-72.082,NH,Sullivan,10801060405,NA,NA,1,0.6,NA
Lower Village Water Power Project,NPCC,hc1968_p01,50285,NH00139,43.3744,-72.3468,NH,Sullivan,10801060407,ISNE,NA,2,1.2,1928.06
Lower Village,NPCC,hc7370_p01,NA,"NA",43.3744,-72.3494,NH,Sullivan,10801060407,NA,Run-of-river,2,1.35,4600
Sweetwater,NPCC,hc7449_p01,NA,NH00140,43.3905,-72.3766,NH,Sullivan,10801060407,NA,Run-of-river,3,0.9,4200
Cavendish,NPCC,hc1516_p01,3710,VT00037,43.381,-72.5988,VT,Windsor,10801060502,ISNE,Run-of-river,3,1.7,5477.24
Comtu Falls,NPCC,hc7295_p01,NA,VT83029,43.2989,-72.4832,VT,Windsor,10801060505,NA,Run-of-river,1,0.46,2367.7
Slack,NPCC,hc7311_p01,NA,"NA",43.2974,-72.4834,VT,Windsor,10801060505,NA,Run-of-river,1,0.4,2129
Fellows,NPCC,hc7387_p01,NA,VT00158,43.3022,-72.4876,VT,Windsor,10801060505,NA,Run-of-river,1,0.15,700
Lovejoy,NPCC,hc7388_p01,NA,"NA",43.2951,-72.4819,VT,Windsor,10801060505,NA,Run-of-river,2,0.15,500
Gilman,NPCC,hc7389_p01,NA,"NA",43.2999,-72.4844,VT,Windsor,10801060505,NA,Run-of-river,1,0.125,660
Brockways Mills,NPCC,hc7028_p01,NA,"NA",43.2079,-72.5173,VT,Windham,10801060603,NA,Run-of-river,1,0.7,3432
Bellows Falls,NPCC,hc1122_p01,3745,NH00112,43.1376,-72.4472,NH,Cheshire,10801060703,ISNE,NA,3,40.8,231723.24
Ball Mountain Dam Hydroelectric Project,NPCC,hc0363_p01,59040,VT00001,43.127721,-72.774113,VT,Windham,10801070305,ISNE,Run-of-river,12,2.4,2984.67
Townshend Dam Hydroelectric Project,NPCC,hc0365_p01,59089,VT00004,43.052238,-72.701554,VT,Windham,10801070402,ISNE,Run-of-river,12,0.924,2000
Nash Mill,NPCC,hc7037_p01,NA,"NA",43.0978,-72.1999,NH,Cheshire,10802010102,NA,NA,3,0.212,474
Minnewawa,NPCC,hc2011_p01,50901,NH00104,42.9172,-72.1783,NH,Cheshire,10802010202,NA,Run-of-river,1,1,NA
Keene Water Treatment Facility Hydro,NPCC,hc7530_p01,NA,"NA",42.93642,-72.260417,NH,Cheshire,10802010202,NA,Canal/Conduit,2,0.062,350
Ashuelot Paper,NPCC,hc7287_p01,NA,NH00274,42.7897,-72.4556,NH,Cheshire,10802010403,NA,NA,3,0.81,NA
Lower Robertson,NPCC,hc7321_p01,NA,NH00276,42.7889,-72.443,NH,Cheshire,10802010403,NA,NA,3,0.81,NA
Fiske Mill,NPCC,hc7340_p01,NA,NH00412,42.7858,-72.4822,NH,Cheshire,10802010403,NA,Run-of-river,4,0.81,3500
Vernon,NPCC,hc1138_p01,2352,NH00097,42.7711,-72.5134,NH,Cheshire,10802010501,ISNE,Run-of-river,10,35.9,140572.82
Turners Falls,NPCC,hc1130_p01,6388,MA00849,42.6054,-72.5642,MA,Franklin,10802010503,ISNE,Run-of-river,5,5.7,19342.18
Cabot,NPCC,hc1130_p02,1629,MA00849,42.5874,-72.5798,MA,Franklin,10802010503,ISNE,Run-of-river,6,61.8,314027.88
Turners Falls,NPCC,hc1130_p03,NA,MA00849,42.6076,-72.5613,MA,Franklin,10802010503,NA,Run-of-river,1,0.937,NA
Smith Mountain,RFC,hc1313_p01,3780,VA019002,37.041,-79.5359,VA,"Bedford, Pittsylvania",30101010705,PJM,Peaking,5,300.2,339844.89
Hadley Falls,NPCC,hc1178_p01,1605,MA00973,42.213606,-72.60233293,MA,Hampden,10802010702,ISNE,NA,2,33.4,182556.71
Boatlock,NPCC,hc1179_p01,1603,MA00973,42.208878,-72.600228,MA,Hampden,10802010702,ISNE,Canal/Conduit,3,3.1,13298.76
Beebe Holbrook,NPCC,hc1179_p02,1602,MA00973,42.208878,-72.600228,MA,Hampden,10802010702,NA,Canal/Conduit,2,0.516,NA
Skinner,NPCC,hc1179_p03,1608,MA00973,42.208878,-72.600228,MA,Hampden,10802010702,NA,Canal/Conduit,1,0.3,NA
Holyoke No. 1,NPCC,hc1179_p04,9864,MA00973,42.208878,-72.600228,MA,Hampden,10802010702,ISNE,Canal/Conduit,4,2.6,7002.95
Holyoke No. 4 Hydro Station,NPCC,hc1179_p05,NA,MA00973,42.208878,-72.600228,MA,Hampden,10802010702,NA,Canal/Conduit,2,0.75,NA
Riverside,NPCC,hc1180_p01,1607,MA00973,42.194852,-72.613794,MA,Hampden,10802010702,ISNE,Canal/Conduit,5,6.9,31118.41
Nonotuck Mill,NPCC,hc1180_p07,54981,MA00973,42.194852,-72.613794,MA,Hampden,10802010702,ISNE,Canal/Conduit,1,0.5,2141.95516
Holyoke No. 3 Hydro Station,NPCC,hc1180_p10,NA,MA00973,42.1956,-72.613,MA,Hampden,10802010702,NA,Canal/Conduit,1,0.45,NA
Chemical,NPCC,hc1181_p01,1604,MA00973,42.194898,-72.604356,MA,Hampden,10802010702,ISNE,Canal/Conduit,2,1.6,4111.94
Station No. 5 Powerhouse,NPCC,hc7442_p01,NA,"NA",42.2081,-72.5968,MA,Hampden,10802010702,NA,Run-of-river,1,0.79,2009
Hunts Pond,NPCC,hc7310_p01,NA,MA00634,42.6791,-72.0478,MA,Worcester,10802020103,NA,NA,2,0.12,NA
Tannery Pond,NPCC,hc7358_p01,NA,MA00854,42.6804,-72.0538,MA,Worcester,10802020103,NA,Run-of-river,2,0.189,650
Cresticon Upper,NPCC,hc7418_p01,NA,MA00932,42.5961,-72.2192,MA,Worcester,10802020204,NA,NA,1,0.25,NA
Cresticon Lower,NPCC,hc7419_p01,NA,"NA",42.5965,-72.2206,MA,Worcester,10802020204,NA,NA,1,0.25,NA
Crescent Street,NPCC,hc7581_p01,NA,MA00934,42.594814,-72.226549,MA,Worcester,10802020204,NA,Run-of-river,2,0.448,1729.2
New Home,NPCC,hc7154_p01,NA,MA00501,42.5894,-72.3101,MA,Franklin,10802020205,NA,NA,3,0.415,NA
Harriman,NPCC,hc1390_p01,3746,VT00025,42.7924,-72.9134,VT,Windham,10802030105,ISNE,Peaking,3,33.6,99377.94
Searsburg,NPCC,hc1391_p01,6529,VT00026,42.9018,-72.9505,VT,Bennington,10802030105,ISNE,Peaking,1,4,15513.29
Deerfield No. 5,NPCC,hc1385_p01,1620,MA00840,42.7221,-72.9394,MA,Franklin,10802030201,ISNE,Peaking,1,17.5,51521.35
Sherman,NPCC,hc1389_p01,6012,MA00043,42.7296,-72.9309,MA,Franklin,10802030201,ISNE,Peaking,1,7.2,28282.18
Richard B Russell,SERC,hc0262_p01,6132,GA01705,34.02602348,-82.59397425,GA,Elbert,30601030712,SEPA,Peaking,8,300,394194.94
Fife Brook,NPCC,hc1645_p01,8004,MA00975,42.6853,-72.9764,MA,Franklin,10802030201,ISNE,Peaking,1,11.2,28874.81
Deerfield No. 4,NPCC,hc1388_p01,6119,MA00460,42.6198,-72.7453,MA,Franklin,10802030205,ISNE,Peaking,3,4.8,18043.53
Deerfield No. 2,NPCC,hc1386_p01,6047,MA00464,42.573,-72.7071,MA,Franklin,10802030502,ISNE,Peaking,3,4.8,22157.65
Deerfield No. 3,NPCC,hc1387_p01,6083,MA00461,42.6017,-72.7379,MA,Franklin,10802030502,ISNE,Peaking,3,4.8,24602.29
Gardners Falls,NPCC,hc1401_p01,1634,MA00853,42.5913,-72.7307,MA,Franklin,10802030502,ISNE,Peaking,4,3.5,8125.92
Chicopee Valley Aqueduct,NPCC,hc9038_p01,NA,"NA",42.276194,-72.336023,MA,Hampshire,10802040106,NA,Canal/Conduit,1,0.059,447
South Barre Mill Pond,NPCC,hc7075_p01,NA,MA00091,42.3863,-72.0961,MA,Worcester,10802040205,NA,NA,2,0.275,NA
Powder Mill,NPCC,hc7395_p01,NA,MA00092,42.3897,-72.0795,MA,Worcester,10802040205,NA,NA,1,0.12,NA
Pioneer Hydro Electric Co Inc,NPCC,hc1786_p01,50889,MA83012,42.2583,-72.2393,MA,Hampshire,10802040207,NA,NA,5,1.595,NA
Redbridge,NPCC,hc2099_p01,1638,MA00723,42.1774,-72.4092,MA,Hampden,10802040401,ISNE,NA,2,3.6,12966.43
Chicopee Hydroelectric Station,NPCC,hc1959_p01,50832,MA00719,42.1597,-72.5814,MA,Hampden,10802040402,ISNE,NA,2,2.4,8121.42
Collins Facility,NPCC,hc1960_p01,52166,MA83013,42.1569,-72.4227,MA,Hampden,10802040402,ISNE,NA,2,1.2,4856.73
Dwight,NPCC,hc2098_p01,6378,MA00721,42.1497,-72.6007,MA,Hampden,10802040402,ISNE,NA,3,1.2,3386.65
Putts Bridge,NPCC,hc2100_p01,1637,MA00724,42.1563,-72.4848,MA,Hampden,10802040402,ISNE,NA,2,3.2,12708.21
Indian Orchard,NPCC,hc2101_p01,6379,MA00722,42.1619,-72.5028,MA,Hampden,10802040402,ISNE,NA,2,3.7,6708.54
Woronoco,NPCC,hc1624_p01,50166,MA00737,42.165,-72.8294,MA,Hampden,10802060301,ISNE,Run-of-river,3,2.8,6719
Crescent Mills,NPCC,hc7019_p01,NA,"NA",42.2214,-72.8598,MA,Hampden,10802060301,NA,Run-of-river,1,1.5,9500
Russell,NPCC,hc7492_p01,NA,MA00736,42.1871,-72.8512,MA,Hampden,10802060301,NA,Run-of-river,1,0.8,NA
Texon Hydroelectric Project,NPCC,hc9132_p01,61640,"NA",42.221412,-72.85964,MA,Hampden,10802060301,ISNE,NA,1,1.5,4760
Cobble Mountain,NPCC,hc4036_p01,1630,MA00068,42.12199434,-72.89163073,MA,Hampden,10802060302,ISNE,NA,3,33,22479.82
Sackett Filtration,NPCC,hc7584_p01,NA,"NA",42.092936,-72.803169,MA,Hampden,10802060303,NA,Canal/Conduit,1,0.08,470
West Springfield,NPCC,hc7011_p01,NA,MA00611,42.099,-72.648,MA,Hampden,10802060305,NA,Run-of-river,2,1.4,6760
Goodwin Hydroelectric,NPCC,hc1845_p01,54302,CT00541,41.9892,-73.0201,CT,Hartford,10802070204,ISNE,NA,2,3.2,13689.85
Rainbow,NPCC,hc4025_p01,559,CT00039,41.91545647,-72.69360573,CT,HARTFORD,10802070602,ISNE,NA,2,8,31913.49
Deer Island Treatment Plant,NPCC,hc2138_p01,10823,"NA",42.3544,-70.958,MA,Suffolk,10900010402,ISNE,Canal/Conduit,2,2,5934.41
Loring Road Hydro Plant,NPCC,hc7522_p01,NA,"NA",42.34631,-71.267082,MA,Middlesex,10900010703,NA,Canal/Conduit,1,0.2,1207
Russell Mill Pond,NPCC,hc7173_p01,NA,MA00392,41.9172,-70.627,MA,Plymouth,10900020106,NA,NA,1,0.015,78.84
Tremont,NPCC,hc7055_p01,NA,MA00767,41.7896,-70.7652,MA,Plymouth,10900020302,NA,NA,2,0.225,NA
Ring Shop,NPCC,hc7501_p01,NA,"NA",42.1094,-71.6662,MA,Worcester,10900030104,NA,Run-of-river,1,0.047,NA
Riverdale Mills,NPCC,hc2052_p01,50601,MA00942,42.1388,-71.6402,MA,Worcester,10900030105,NA,Run-of-river,1,0.1,8
Thundermist Hydro,NPCC,hc1764_p01,54688,RI03902,41.9994,-71.5183,RI,Providence,10900030206,ISNE,NA,1,1.2,0
Tupperware,NPCC,hc1769_p01,50177,RI83001,42.0153,-71.554,RI,Providence,10900030206,ISNE,Run-of-river,4,1.6,4527.59
Central Falls,NPCC,hc7026_p01,NA,RI00401,41.9011,-71.3898,RI,Providence,10900030208,NA,Run-of-river,2,0.7,4761
Arctic,NPCC,hc7022_p01,NA,RI03802,41.7067,-71.5211,RI,Kent,10900040603,NA,Run-of-river,1,0.478,2206.68
Royal Mills,NPCC,hc7499_p01,NA,RI04367,41.71266047,-71.51654107,RI,Kent,10900040603,NA,Run-of-river,1,0.225,1000
Pawtucket Lower,NPCC,hc7053_p01,NA,RI04270,41.8769,-71.3827,RI,Providence,10900040901,NA,NA,2,1.64,NA
Old Sturbridge Village,NPCC,hc7153_p01,NA,"NA",42.1065,-72.0946,MA,Worcester,11000010103,NA,NA,2,0.068,NA
West Dudley,NPCC,hc7252_p01,NA,MA00114,42.0501,-71.9817,MA,Worcester,11000010105,NA,NA,3,0.346,NA
North Village Pond,NPCC,hc7141_p01,NA,MA00108,42.0633,-71.8807,MA,Worcester,11000010203,NA,Run-of-river,2,0.4,NA
Mechanicsville,NPCC,hc7385_p01,NA,CT00182,41.943,-71.8955,CT,Windham,11000010204,NA,NA,1,0.325,NA
Dayville Wasteway,NPCC,hc7457_p01,NA,NA,41.8483,-71.8893,CT,Windham,11000010302,NA,Run-of-river,1,0.1,347
Quinebaug Lower Project,NPCC,hc1880_p01,55860,CT00513,41.8014,-71.8878,CT,Windham,11000010403,ISNE,Run-of-river,4,2.5,7033.68
Putnam,NPCC,hc7129_p01,NA,"NA",41.9217,-71.909,CT,Windham,11000010403,NA,Run-of-river,2,0.55,2000
Toutant,NPCC,hc7134_p01,NA,"NA",41.9231,-71.9072,CT,Windham,11000010403,NA,Run-of-river,1,0.4,2200
Cargill Falls,NPCC,hc7511_p01,NA,CT01677,41.923279,-71.906521,CT,Windham,11000010403,NA,Run-of-river,1,0.875,2523
Brunswick,NPCC,hc7454_p01,NA,CT00579,41.7172,-71.8614,CT,Windham,11000010503,NA,Run-of-river,1,0.25,839
Tunnel,NPCC,hc4024_p01,557,CT00637,41.5558748,-72.04161746,CT,New London,11000010704,ISNE,NA,2,2,8038.33
Wyre - Wynd,NPCC,hc7045_p01,NA,CT00539,41.6098,-71.9856,CT,New London,11000010704,NA,NA,2,2.78,11000
Willimantic No. 2 - Spool Dam,NPCC,hc7314_p01,NA,"NA",41.7098,-72.2102,CT,Windham,11000020108,NA,Run-of-river,1,0.77,2200
Willimantic No. 1,NPCC,hc7315_p01,NA,"NA",41.7103,-72.2042,CT,Windham,11000020108,NA,Run-of-river,1,0.77,2850
Still River,NPCC,hc7459_p01,NA,"NA",41.8756,-72.0854,CT,Windham,11000020202,NA,Run-of-river,1,0.0374,132.688
Kirby Mill,NPCC,hc0384_p01,NA,CT00503,41.756123,-72.182794,CT,Tolland,11000020206,NA,Run-of-river,5,0.5,NA
Second Street,NPCC,hc1477_p01,580,CT00206,41.5388,-72.0514,CT,New London,11000020303,NA,Run-of-river,2,0.8,NA
Tenth Street,NPCC,hc1477_p02,583,CT00206,41.5388,-72.0514,CT,New London,11000020303,ISNE,Run-of-river,1,1.4,2837.76
Scotland Dam,NPCC,hc1641_p01,551,CT00192,41.6649,-72.1226,CT,Windham,11000020303,ISNE,Run-of-river,1,2,6473.47
Occum,NPCC,hc2151_p01,582,CT00576,41.5971,-72.0502,CT,New London,11000020303,NA,Peaking,1,0.8,NA
Taftville,NPCC,hc4023_p01,554,CT00204,41.57270687,-72.04559353,CT,New London,11000020303,ISNE,NA,5,1.6,5450
Congdon,NPCC,hc7420_p01,NA,CT00234,41.4437,-72.1211,CT,New London,11000030202,NA,Run-of-river,1,0.045,210
Hanover Pond Dam Hydroelectric Project,NPCC,hc7613_p01,NA,CT00134,41.52,-72.82667,CT,New Haven,11000040103,NA,Run-of-river,1,0.22,900
Gaillard Hydro Station,NPCC,hc7437_p01,NA,"NA",41.332,-72.7976,CT,New Haven,11000040206,NA,Canal/Conduit,1,0.336,1500
Byron Weston,NPCC,hc7528_p01,NA,MA00221,42.470506,-73.169299,MA,Dalton,11000050103,NA,Run-of-river,1,0.25,938
Coltsville Flow Control Station,NPCC,hc7532_p01,NA,"NA",42.468061,-73.200746,MA,Pittsfield,11000050103,NA,Canal/Conduit,1,0.066,355
Ashley Reservoir Hydro Station,NPCC,hc7408_p01,NA,"NA",42.4122,-73.1952,MA,Berkshire,11000050104,NA,Canal/Conduit,1,0.225,NA
Glendale,NPCC,hc7013_p01,NA,MA00021,42.2789,-73.3513,MA,Berkshire,11000050107,NA,Run-of-river,5,1.192,5000
Willow Mill,NPCC,hc7018_p01,NA,MA00262,42.2759,-73.2852,MA,Berkshire,11000050107,NA,NA,1,0.1,NA
Falls Village,NPCC,hc1588_p01,560,CT00514,41.963,-73.3721,CT,Litchfield,11000050306,ISNE,Run-of-river,3,9,40873.24
Bulls Bridge,NPCC,hc1585_p01,541,CT00548,41.6781,-73.509,CT,Litchfield,11000050402,ISNE,Run-of-river,6,7.2,38379.94
Wallace Dam,SERC,hc1457_p01,6087,GA00854,33.3502,-83.1574,GA,"Putnam, Hancock",30701011306,SOCO,NA,6,112.4,40889.06
Shepaug,NPCC,hc1584_p01,552,CT00232,41.4479,-73.2964,CT,New Haven,11000050803,ISNE,Peaking,1,37.2,131669.65
Rocky Glen,NPCC,hc7409_p01,NA,CT00310,41.4326,-73.2769,CT,Fairfield,11000051001,NA,NA,1,0.11,NA
Stevenson,NPCC,hc1587_p01,553,CT00023,41.3832,-73.1721,CT,Fairfield,11000051003,ISNE,Peaking,4,30.5,96636.06
Derby Hydro,NPCC,hc1933_p01,10063,CT00026,41.3252,-73.1029,CT,Fairfield,11000051003,ISNE,NA,4,8.6,24428.35
Kinneytown New Old,NPCC,hc1979_p01,54385,CT00089,41.3685,-73.0858,CT,New Haven,11000051207,ISNE,Run-of-river,2,2.3,4328.3
Warrensburg Hydroelectric,NPCC,hc2050_p01,10218,NY00010,43.4829,-73.7989,NY,Warren,20200010608,NYIS,Run-of-river,1,2.9,12135.12
Christine Falls,NPCC,hc7090_p01,NA,"NA",43.5128,-74.3098,NY,Hamilton,20200020304,NA,Run-of-river,2,0.85,2760
Lake Algonquin,NPCC,hc7255_p01,NA,NY00172,43.3902,-74.2926,NY,Hamilton,20200020306,NA,Run-of-river,1,0.698,2660
Rice Reservoir,NPCC,hc7529_p01,NA,NY00148,43.095799,-74.335386,NY,Fulton,20200020605,NA,Canal/Conduit,1,0.025,192
E J West,NPCC,hc1379_p01,6527,NY00146,43.318600000000004,-73.9213,NY,Saratoga,20200020705,NYIS,Intermediate Peaking,2,22,67214.48
Stewarts Bridge,NPCC,hc1197_p01,2614,NY00149,43.2967,-73.886,NY,Saratoga,20200020706,NYIS,Peaking,2,38.5,129434.4
Dahowa Hydro,NPCC,hc1861_p01,50280,NY13698,43.1028,-73.538,NY,Washington,20200030303,NYIS,Run-of-river,1,10.5,30798.99
Clarks Mill Upper,NPCC,hc1864_p01,52067,NY00120,43.1185,-73.555,NY,Washington,20200030303,NA,Run-of-river,5,1.008,NA
Center Falls,NPCC,hc1865_p01,10853,NY01071,43.0968,-73.4598,NY,Washington,20200030303,NYIS,Run-of-river,3,1.1,1944.18
Clark Mills Lower,NPCC,hc1908_p01,10852,NY00927,43.1158,-73.5681,NY,Washington,20200030303,NA,Run-of-river,4,1.065,NA
Middle Falls,NPCC,hc2032_p01,10219,NY00121,43.0988,-73.5254,NY,Washington,20200030303,NYIS,Run-of-river,2,2.2,11827.88
Middle Greenwich,NPCC,hc7219_p01,NA,NY01070,43.0862,-73.4957,NY,Washington,20200030303,NA,Run-of-river,1,0.3,NA
Upper Greenwich,NPCC,hc7220_p01,NA,NY01434,43.0906,-73.4952,NY,Washington,20200030303,NA,Run-of-river,2,0.574,3100
Rock City Falls,NPCC,hc7373_p01,NA,"NA",43.0622,-73.9184,NY,Saratoga,20200030403,NA,NA,2,0.486,NA
Victory Mills,NPCC,hc1987_p01,10902,"NA",43.0871,-73.5929,NY,Saratoga,20200030408,NYIS,Run-of-river,1,1.7,5746.03
Schuylerville,NPCC,hc2031_p01,2607,NY00002,43.0951,-73.5851,NY,Saratoga,20200030408,NYIS,NA,1,2,7177.1
Curtis,NPCC,hc1610_p01,54580,NY00138,43.2467,-73.8286,NY,Saratoga,20200030501,NYIS,Intermediate Peaking,5,9.8,55335.15851
Palmer,NPCC,hc1610_p02,54580,NY00145,43.2492,-73.8209,NY,Saratoga,20200030501,NYIS,Intermediate Peaking,2,49.2,277805.0815
Sherman Island,NPCC,hc1509_p01,2609,NY00141,43.273,-73.7203,NY,Saratoga,20200030502,NYIS,Peaking,6,36.3,164840.24
Spier Falls,NPCC,hc1510_p01,2612,NY00136,43.2346,-73.7574,NY,Saratoga,20200030502,NYIS,Peaking,2,56,234332.12
South Glens Falls,NPCC,hc1437_p01,54772,NY00140,43.3049,-73.643,NY,"Warren, Saratoga",20200030506,NYIS,Run-of-river,2,13.8,78401.71
Glens Falls,NPCC,hc1437_p03,56936,NY00140,43.3049,-73.643,NY,"Warren, Saratoga",20200030506,NYIS,Run-of-river,5,11.8,57650.7
Feeder Dam,NPCC,hc1565_p01,10530,NY00143,43.2907,-73.6662,NY,Warren,20200030506,NYIS,Reregulating,5,5,24870.54
Hudson Falls Hydroelectric Project,NPCC,hc1892_p01,54953,NY00144,43.2969,-73.5926,NY,Saratoga,20200030506,NYIS,Run-of-river,2,44,219354.25
Fort Miller Hydroelectric Facility,NPCC,hc1841_p01,50514,NY01073,43.1615,-73.5836,NY,Saratoga,20200030508,NYIS,NA,2,5,24158.47
Bennington Water Treatment Hydro Plant,NPCC,hc7514_p01,NA,"NA",42.895641,-73.130236,VT,Bennington,20200030701,NA,Canal/Conduit,1,0.017,140
Vermont Tissue Mill,NPCC,hc7578_p01,NA,"NA",42.913065,-73.233512,VT,Bennington,20200030704,NA,Run-of-river,2,0.36,1447.5
Pownal,NPCC,hc7213_p01,NA,VT00220,42.7953,-73.2642,VT,Bennington,20200030803,NA,NA,1,0.4,1800
Hoosick Falls,NPCC,hc1514_p01,2489,NY00705,42.9116,-73.3607,NY,Rensselaer,20200030804,NA,Run-of-river,2,2,3069.36
Johnsonville,NPCC,hc1615_p01,2580,NY00119,42.9197,-73.5084,NY,Rensselaer,20200031002,NYIS,Peaking,2,4,7049.01
Schaghticoke,NPCC,hc1614_p01,2606,NY00118,42.8936,-73.5887,NY,Rensselaer,20200031006,NYIS,Peaking,4,16,60098.61
James Thompson,NPCC,hc1951_p01,50034,NY00164,42.9045,-73.5622,NY,Rensselaer,20200031006,NYIS,Run-of-river,1,2.5,8915.59
Upper Mechanicville,NPCC,hc1750_p01,625,NY00215,42.9123,-73.6792,NY,Saratoga,20200031104,NYIS,NA,2,16.4,92258.24
Stillwater Hydro Electric Project,NPCC,hc1868_p01,54395,NY00162,42.9366,-73.6536,NY,Saratoga,20200031104,NYIS,Run-of-river,2,3.4,10659.47
