EIA_ID,lead,NSE,KGE,r2,RMSE,PBIAS,type
153,0,0.9990843354304031,0.9981813176899039,0.999545453717988,13.275254604251636,-0.1,Persistence
153,1,0.996412231817991,0.9964155266553104,0.9982183281702177,26.245392194791794,-0.2,Persistence
153,2,0.9922727884353321,0.9951902037006994,0.996152268805511,38.52360779234825,-0.1,Persistence
153,3,0.9870908239496188,0.9934246742523579,0.9935539561016913,49.85904044536986,-0.1,Persistence
153,4,0.9813482134098986,0.9906580258345232,0.9906721475824041,60.01417810186067,0,Persistence
153,5,0.9750925124513804,0.9874990062925146,0.9875393560842657,69.37937510264067,0.1,Persistence
153,6,0.9678189334351701,0.9839088585414107,0.9839089271709799,78.81372778391709,0,Persistence
154,0,0.9868736500386193,0.9918377144898652,0.9934307643852767,39.58434368948803,-0.2,Persistence
154,1,0.9639390082571644,0.9784778973063349,0.9818508820823135,66.06672393605703,-0.3,Persistence
154,2,0.9511283307741539,0.9725778239116737,0.9753479176446948,76.96607015443577,-0.2,Persistence
